Assembly	K|Best match locus	K|Match confidence	K|Coverage	K|Identity	OC|Best match locus	OC|Match confidence	OC|Coverage	OC|Identity
GCF_004028375.1	KL13	Very high	100.00%	99.99%	OCL2	Very high	100.00%	99.98%
GCF_006494285.1	KL3	None	78.88%	97.05%	OCL6	Very high	100.00%	99.91%
GCF_014169655.1	KL50	Very high	100.00%	100.00%	OCL6	Very high	100.00%	99.55%
GCF_000369305.1	KL44	Very high	100.00%	100.00%	OCL6	Very high	100.00%	99.53%
GCF_003130985.1	KL16	None	97.85%	89.54%	OCL6	Very high	100.00%	99.53%
GCF_014560115.1	KL81	Very high	100.00%	99.98%	OCL6	Very high	100.00%	99.53%
GCF_003574715.1	KL85	None	83.59%	91.94%	OCL6	Very high	100.00%	99.52%
GCF_001863705.1	KL93	Low	90.62%	95.27%	OCL5	Very high	100.00%	99.88%
GCF_002239725.1	KL24	Very high	100.00%	99.47%	OCL7	High	100.00%	98.59%
GCF_900494815.1	KL24	Very high	100.00%	99.46%	OCL7	High	100.00%	98.59%
GCF_000966505.1	KL24	Very high	100.00%	99.46%	OCL7	Very high	100.00%	98.62%
GCF_013394285.1	KL24	Very high	100.00%	99.46%	OCL2	Very high	100.00%	96.95%
GCF_013778425.1	KL24	Very high	100.00%	99.46%	OCL7	High	100.00%	98.59%
GCF_900496525.1	KL24	Very high	100.00%	99.46%	OCL7	High	100.00%	98.59%
GCF_900496545.1	KL24	Very high	100.00%	99.46%	OCL7	High	100.00%	98.59%
GCF_900496245.1	KL24	Very high	100.00%	99.46%	OCL7	High	100.00%	98.58%
GCF_900496135.1	KL24	Very high	100.00%	99.46%	OCL2	Good	100.00%	96.94%
GCF_900496185.1	KL24	Very high	100.00%	99.46%	OCL2	Very high	100.00%	96.95%
GCF_013778445.1	KL24	Very high	100.00%	99.47%	OCL7	High	100.00%	98.59%
GCF_900493585.1	KL24	Very high	100.00%	99.46%	OCL7	High	100.00%	98.59%
GCF_900011275.1	KL24	Very high	100.00%	99.47%	OCL7	Good	96.30%	98.59%
GCF_900496295.1	KL24	Very high	100.00%	99.46%	OCL7	High	100.00%	98.58%
GCF_900496395.1	KL24	Very high	100.00%	99.46%	OCL2	Very high	100.00%	96.95%
GCF_900496425.1	KL24	Very high	100.00%	99.47%	OCL7	High	100.00%	98.59%
GCF_000580415.1	KL24	Very high	100.00%	99.46%	OCL7	Very high	100.00%	98.62%
GCF_000581315.1	KL24	Good	99.71%	99.46%	OCL7	Very high	100.00%	98.62%
GCF_000582965.1	KL24	Very high	100.00%	99.46%	OCL7	Very high	100.00%	98.62%
GCF_000581955.1	KL24	Very high	100.00%	99.46%	OCL7	Very high	100.00%	98.62%
GCF_006493685.1	KL24	Very high	100.00%	99.46%	OCL7	Very high	100.00%	98.62%
GCF_000581915.1	KL24	Very high	100.00%	99.46%	OCL7	Very high	100.00%	98.62%
GCF_001471855.2	KL24	Very high	100.00%	99.46%	OCL7	Very high	100.00%	98.62%
GCF_000184495.1	KL24	Very high	100.00%	99.46%	OCL7	Very high	100.00%	98.63%
GCF_000584695.1	KL24	Good	96.10%	99.44%	OCL7	Good	99.34%	98.61%
GCF_010499785.1	KL24	Very high	100.00%	100.00%	OCL7	Very high	100.00%	98.64%
GCF_012931645.1	KL24	Very high	100.00%	99.99%	OCL7	Very high	100.00%	98.66%
GCF_014530945.1	KL24	Very high	100.00%	100.00%	OCL7	Very high	100.00%	98.64%
GCF_001415435.1	KL24	Good	99.12%	100.00%	OCL7	Good	99.93%	98.68%
GCF_012931625.1	KL24	Very high	100.00%	99.99%	OCL7	Very high	100.00%	98.66%
GCF_014334885.1	KL24	None	86.62%	99.51%	OCL7	Low	90.71%	98.66%
GCF_000581075.1	KL24	None	99.30%	100.00%	OCL7	Good	99.43%	98.68%
GCF_006658595.1	KL24	Perfect	100.00%	100.00%	OCL7	Very high	100.00%	98.62%
GCF_900477915.1	KL24	Perfect	100.00%	100.00%	OCL7	Very high	100.00%	98.66%
GCF_900495295.1	KL24	Very high	100.00%	100.00%	OCL7	Very high	100.00%	98.64%
GCF_000746605.1	KL47	Very high	100.00%	97.04%	OCL7	Very high	100.00%	98.66%
GCF_008806535.1	KL47	Very high	100.00%	97.04%	OCL7	Very high	100.00%	98.66%
GCF_900495315.1	KL24	Very high	100.00%	100.00%	OCL7	Very high	100.00%	98.66%
GCF_002143475.1	KL23	Very high	100.00%	97.24%	OCL6	Very high	100.00%	99.60%
GCF_002137955.1	KL23	Very high	100.00%	97.24%	OCL6	Very high	100.00%	99.60%
GCF_003070915.1	KL32	Very high	100.00%	98.05%	OCL6	Very high	100.00%	99.60%
GCF_002136655.1	KL81	Low	94.48%	97.02%	OCL6	Very high	100.00%	99.60%
GCF_001416315.1	KL93	None	91.69%	93.71%	OCL6	Very high	100.00%	99.60%
GCF_016506445.1	KL81	Low	94.48%	97.02%	OCL6	Very high	100.00%	99.60%
GCF_006492515.1	KL32	Very high	100.00%	97.74%	OCL6	Very high	100.00%	99.60%
GCF_002144805.1	KL81	Good	100.00%	99.96%	OCL6	Very high	100.00%	99.60%
GCF_009740145.1	KL81	High	100.00%	99.96%	OCL6	Very high	100.00%	99.60%
GCF_000368545.1	KL43	Perfect	100.00%	100.00%	OCL6	Very high	100.00%	99.98%
GCF_000876075.1	KL43	Very high	100.00%	100.00%	OCL6	Very high	100.00%	99.98%
GCF_015676635.1	KL47	None	97.66%	100.00%	OCL6	Very high	100.00%	99.00%
GCF_002928015.1	KL48	Very high	100.00%	97.38%	OCL6	Very high	100.00%	99.54%
GCF_002928195.1	KL48	Very high	100.00%	97.38%	OCL6	Very high	100.00%	99.54%
GCF_006494575.1	KL43	None	100.00%	88.48%	OCL6	Very high	100.00%	99.54%
GCF_010607705.1	KL84	Very high	100.00%	95.85%	OCL6	Very high	100.00%	99.54%
GCF_000581295.1	KL37	Very high	100.00%	96.20%	OCL6	Very high	100.00%	99.54%
GCF_003131005.1	KL111	Perfect	100.00%	100.00%	OCL6	Very high	100.00%	99.54%
GCF_014559915.1	KL111	Very high	100.00%	99.99%	OCL9	Very high	100.00%	99.92%
GCF_003994455.1	KL111	Very high	100.00%	99.97%	OCL9	Very high	100.00%	99.95%
GCF_001055965.1	KL106	Perfect	100.00%	100.00%	OCL9	Very high	100.00%	99.95%
GCF_001415665.1	KL105	None	99.67%	99.37%	OCL9	Very high	100.00%	99.79%
GCF_006366335.1	KL84	None	79.29%	82.76%	OCL9	Good	100.00%	99.52%
GCF_014560015.1	KL84	None	77.77%	81.82%	OCL9	Very high	100.00%	99.52%
GCF_002136815.1	KL74	Perfect	100.00%	100.00%	OCL6	High	100.00%	88.44%
GCF_000292545.1	KL26	Perfect	100.00%	100.00%	OCL9	Very high	100.00%	99.92%
GCF_015694625.1	KL84	None	87.42%	89.23%	OCL9	Very high	100.00%	99.92%
GCF_003231185.1	KL119	None	99.58%	90.86%	OCL1	Very high	100.00%	98.15%
GCF_002367895.1	KL25	Good	91.20%	97.94%	OCL4	Very high	100.00%	97.56%
GCF_008124045.1	KL25	Good	91.31%	97.94%	OCL4	Very high	100.00%	97.56%
GCF_001053755.1	KL90	Very high	100.00%	99.13%	OCL4	Very high	99.68%	97.68%
GCF_003939565.1	KL83	Very high	100.00%	99.76%	OCL8	Very high	100.00%	98.12%
GCF_002136955.1	KL112	Very high	100.00%	100.00%	OCL9	Very high	100.00%	99.51%
GCF_900093475.1	KL83	Very high	100.00%	100.00%	OCL9	Very high	100.00%	99.52%
GCF_014531035.1	KL6	Good	100.00%	98.04%	OCL1	Very high	100.00%	97.84%
GCF_014531175.1	KL6	Very high	100.00%	98.08%	OCL1	Very high	100.00%	97.84%
GCF_014531475.1	KL6	Very high	100.00%	98.08%	OCL1	Very high	100.00%	97.84%
GCF_900243925.1	KL6	Very high	100.00%	98.08%	OCL1	Very high	100.00%	97.84%
GCF_000335595.1	KL6	Very high	100.00%	98.08%	OCL1	High	100.00%	97.71%
GCF_014531155.1	KL6	Very high	100.00%	98.08%	OCL1	Very high	100.00%	97.84%
GCF_014531045.1	KL6	Good	100.00%	98.08%	OCL1	Very high	100.00%	97.84%
GCF_014531435.1	KL6	Very high	100.00%	98.08%	OCL1	Very high	100.00%	97.84%
GCF_014531005.1	KL6	Good	97.48%	98.02%	OCL1	Very high	100.00%	97.84%
GCF_014531275.1	KL6	Good	96.31%	98.01%	OCL1	Very high	100.00%	97.84%
GCF_014531215.1	KL6	Good	98.93%	98.06%	OCL1	Very high	100.00%	97.84%
GCF_003345925.1	KL6	Very high	100.00%	98.08%	OCL1	Good	100.00%	97.78%
GCF_003345865.1	KL6	Good	99.64%	98.06%	OCL1	Very high	100.00%	97.84%
GCF_004357285.1	KL6	Good	98.71%	98.05%	OCL1	Good	100.00%	97.84%
GCF_900494955.1	KL2	Very high	100.00%	97.81%	OCL1	Very high	100.00%	97.76%
GCF_900496045.1	KL2	Very high	100.00%	97.81%	OCL1	Very high	100.00%	97.76%
GCF_016507085.1	KL58	Good	100.00%	99.92%	OCL1	Very high	100.00%	98.01%
GCF_000297935.1	KL32	Very high	100.00%	99.52%	OCL1	Very high	100.00%	97.74%
GCF_001693195.1	KL58	High	100.00%	99.90%	OCL1	Very high	100.00%	97.70%
GCF_001693125.1	KL46	Good	91.76%	98.68%	OCL1	Very high	100.00%	98.39%
GCF_001693175.1	KL46	Good	91.84%	98.68%	OCL1	Very high	100.00%	98.39%
GCF_002573815.1	KL58	None	95.29%	96.58%	OCL1	Very high	100.00%	98.39%
GCF_002573905.1	KL46	Low	91.66%	96.96%	OCL1	Very high	100.00%	98.39%
GCF_003940895.1	KL90	Good	100.00%	96.45%	OCL1	Very high	100.00%	98.65%
GCF_003941095.1	KL90	Good	100.00%	96.45%	OCL1	Very high	100.00%	98.65%
GCF_002573725.1	KL124	None	86.09%	90.75%	OCL1	Very high	100.00%	98.43%
GCF_000335535.1	KL41	Perfect	100.00%	100.00%	OCL5	Very high	100.00%	99.67%
GCF_006492215.1	KL41	Very high	100.00%	99.97%	OCL5	Very high	100.00%	99.67%
GCF_000580875.1	KL42	Very high	100.00%	98.80%	OCL6	Very high	100.00%	99.97%
GCF_006493955.1	KL31	Very high	100.00%	99.90%	OCL6	Very high	100.00%	99.98%
GCF_002573825.1	KL16	Good	98.65%	95.20%	OCL2	Very high	100.00%	97.05%
GCF_002573875.1	KL46	Good	91.64%	94.86%	OCL1	Very high	100.00%	98.15%
GCF_002573895.1	KL41	Low	94.43%	95.01%	OCL1	Very high	100.00%	98.12%
GCF_004354145.1	KL33	Good	94.52%	95.04%	OCL1	Very high	100.00%	98.16%
GCF_010500415.1	KL5	None	83.63%	94.55%	OCL1	Very high	100.00%	98.06%
GCF_001693105.1	KL5	None	83.07%	94.66%	OCL1	Very high	100.00%	97.76%
GCF_006365515.1	KL14	High	100.00%	94.99%	OCL6	Very high	100.00%	99.98%
GCF_006367855.1	KL14	High	100.00%	94.99%	OCL6	Very high	100.00%	99.98%
GCF_002144995.1	KL14	High	100.00%	94.98%	OCL6	Very high	100.00%	99.98%
GCF_002182465.1	KL14	High	100.00%	94.99%	OCL6	Very high	100.00%	99.98%
GCF_008000185.1	KL14	Low	100.00%	94.11%	OCL6	Very high	100.00%	99.98%
GCF_016506385.1	KL37	Very high	100.00%	98.66%	OCL7	Very high	100.00%	99.01%
GCF_016506505.1	KL37	Very high	100.00%	98.65%	OCL7	Very high	100.00%	99.01%
GCF_000465635.2	KL37	Very high	100.00%	98.66%	OCL7	Very high	100.00%	99.01%
GCF_010499755.1	KL80	Very high	100.00%	97.19%	OCL7	Very high	100.00%	98.86%
GCF_010499835.1	KL80	Very high	100.00%	97.19%	OCL7	Very high	100.00%	98.86%
GCF_004152715.1	KL6	High	99.14%	97.41%	OCL7	Very high	100.00%	98.86%
GCF_004152785.1	KL6	High	99.14%	97.41%	OCL7	Very high	100.00%	98.86%
GCF_004153295.1	KL6	High	99.14%	97.41%	OCL7	Very high	100.00%	98.86%
GCF_902705505.1	KL124	None	68.46%	87.86%	OCL7	Very high	100.00%	99.32%
GCF_013346455.1	KL25	None	81.79%	91.97%	OCL4	Good	99.36%	97.97%
GCF_900494865.1	KL113	Very high	100.00%	99.26%	OCL3	Very high	100.00%	98.11%
GCF_900495045.1	KL63	Very high	100.00%	98.89%	OCL2	Very high	100.00%	97.03%
GCF_000453165.1	KL25	None	86.36%	88.19%	OCL11	Perfect	100.00%	100.00%
GCF_014926505.1	KL91	Very high	100.00%	98.69%	OCL4	Very high	100.00%	97.94%
GCF_000731965.1	KL1	Very high	100.00%	98.23%	OCL1	Very high	100.00%	98.04%
GCF_001432685.1	KL20	Very high	100.00%	99.81%	OCL4	Very high	100.00%	99.76%
GCF_001432705.1	KL20	Very high	100.00%	99.81%	OCL4	Very high	100.00%	99.76%
GCF_001432595.1	KL20	Very high	100.00%	99.81%	OCL4	Very high	100.00%	99.76%
GCF_000584095.1	KL20	Very high	100.00%	99.77%	OCL4	Very high	100.00%	99.64%
GCF_000588755.1	KL53	None	76.88%	89.25%	OCL4	Very high	100.00%	98.85%
GCF_005280675.1	KL25	None	86.19%	94.98%	OCL11	Good	88.29%	94.41%
GCF_010499945.1	KL18	Very high	100.00%	97.22%	OCL4	Very high	100.00%	98.85%
GCF_010587435.1	KL20	Very high	100.00%	99.99%	OCL4	Very high	100.00%	99.77%
GCF_000453725.1	KL118	Good	100.00%	99.96%	OCL4	Very high	100.00%	98.75%
GCF_003948385.1	KL118	Good	100.00%	99.96%	OCL4	Very high	100.00%	98.75%
GCF_007833195.1	KL20	Very high	100.00%	99.92%	OCL4	Very high	100.00%	99.75%
GCF_000580315.1	KL20	Very high	100.00%	99.85%	OCL4	Very high	100.00%	99.34%
GCF_006493845.1	KL20	Very high	100.00%	99.72%	OCL4	Very high	100.00%	99.35%
GCF_000581995.1	KL34	Good	99.96%	98.97%	OCL11	None	77.18%	92.29%
GCF_002145155.1	KL20	Very high	100.00%	99.85%	OCL11	None	77.44%	92.20%
GCF_001446715.1	KL25	None	86.15%	92.45%	OCL11	None	88.68%	94.78%
GCF_001693205.1	KL25	None	85.83%	89.66%	OCL3	Very high	100.00%	98.43%
GCF_000297535.1	KL18	Very high	100.00%	100.00%	OCL5	Very high	100.00%	99.77%
GCF_000309115.1	KL18	Good	100.00%	100.00%	OCL3	High	100.00%	98.38%
GCF_003970215.1	KL107	Very high	100.00%	99.17%	OCL3	Very high	100.00%	98.39%
GCF_006493705.1	KL15	Very high	100.00%	99.87%	OCL7	Very high	100.00%	98.66%
GCF_003966015.1	KL12	Good	100.00%	99.99%	OCL3	Very high	100.00%	98.39%
GCF_006494665.1	KL125	High	100.00%	92.88%	OCL7	Very high	100.00%	98.66%
GCF_001674695.1	KL107	Very high	100.00%	99.14%	OCL3	Very high	100.00%	98.33%
GCF_000580695.1	KL9	Good	95.90%	94.35%	OCL1	Very high	100.00%	97.83%
GCF_016508635.1	KL9	Good	95.58%	94.42%	OCL1	Very high	100.00%	97.83%
GCF_001693185.1	KL9	Good	95.61%	94.42%	OCL1	Very high	100.00%	97.84%
GCF_000338835.1	KL9	Low	93.36%	95.06%	OCL1	Very high	100.00%	97.98%
GCF_003184015.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_900496405.1	KL47	Very high	100.00%	96.90%	OCL5	Good	100.00%	99.99%
GCF_013778355.1	KL47	Very high	100.00%	96.89%	OCL5	Very high	100.00%	99.99%
GCF_015265765.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_900496145.1	KL47	Very high	100.00%	96.90%	OCL5	Good	100.00%	99.98%
GCF_904884625.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_900494935.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_900495815.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_904884525.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_900496505.1	KL47	Very high	100.00%	96.90%	OCL5	Good	100.00%	99.99%
GCF_900496435.1	KL47	Very high	100.00%	96.90%	OCL5	Good	100.00%	99.99%
GCF_017168905.1	KL47	Very high	100.00%	96.53%	OCL5	Good	99.88%	99.98%
GCF_017169125.1	KL47	Very high	100.00%	96.53%	OCL5	Good	100.00%	99.98%
GCF_000453125.1	KL106	Very high	100.00%	96.66%	OCL8	Very high	100.00%	99.57%
GCF_004790725.1	KL106	Very high	100.00%	96.66%	OCL8	Very high	100.00%	99.57%
GCF_016506625.1	KL106	Very high	100.00%	96.66%	OCL8	Very high	100.00%	99.57%
GCF_900496015.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_900496165.1	KL47	Very high	100.00%	96.90%	OCL5	Good	100.00%	99.99%
GCF_900495985.1	KL47	Very high	100.00%	96.90%	OCL5	Good	100.00%	99.99%
GCF_002411775.1	KL47	Good	100.00%	96.90%	OCL5	Very high	100.00%	99.98%
GCF_900496125.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_900496335.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_900493575.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_900495795.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_900495865.1	KL47	Very high	100.00%	96.90%	OCL5	Good	100.00%	99.99%
GCF_900496495.1	KL47	Very high	100.00%	96.90%	OCL5	Good	100.00%	99.99%
GCF_003382235.1	KL47	Good	100.00%	96.91%	OCL5	Very high	100.00%	99.98%
GCF_900495495.1	KL47	Very high	100.00%	96.89%	OCL5	Very high	100.00%	99.99%
GCF_017349235.1	KL47	Very high	100.00%	96.90%	OCL5	Very high	100.00%	99.99%
GCF_000301895.1	KL29	High	100.00%	100.00%	OCL8	Good	100.00%	99.55%
GCF_001433005.1	KL29	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.57%
GCF_000580515.1	KL43	Very high	100.00%	95.53%	OCL5	High	100.00%	99.67%
GCF_003948675.1	KL29	High	100.00%	100.00%	OCL8	Good	100.00%	99.55%
GCF_000301295.1	KL29	High	100.00%	100.00%	OCL8	Good	100.00%	99.55%
GCF_000302235.1	KL29	Perfect	100.00%	100.00%	OCL8	Good	100.00%	99.55%
GCF_900444815.1	KL29	High	100.00%	100.00%	OCL8	Very high	100.00%	99.57%
GCF_004152685.1	KL30	Low	100.00%	91.82%	OCL5	High	100.00%	99.67%
GCF_006492475.1	KL11	Very high	100.00%	99.90%	OCL8	Very high	100.00%	99.95%
GCF_016635075.1	KL11	Very high	100.00%	99.90%	OCL8	Very high	100.00%	99.95%
GCF_001997285.1	KL11	Good	100.00%	99.89%	OCL8	Very high	100.00%	99.95%
GCF_001693095.1	KL11	Very high	100.00%	99.90%	OCL8	Very high	100.00%	99.95%
GCF_005298065.1	KL11	Very high	100.00%	99.90%	OCL8	Very high	100.00%	99.94%
GCF_005298085.1	KL11	Very high	100.00%	99.90%	OCL8	Very high	100.00%	99.94%
GCF_003039075.1	KL11	Good	100.00%	99.90%	OCL8	Very high	100.00%	99.95%
GCF_001649615.1	KL106	None	69.56%	89.91%	OCL8	Good	97.28%	99.97%
GCF_001649625.1	KL106	None	73.53%	90.53%	OCL8	Good	95.38%	99.97%
GCF_001649975.1	KL84	None	67.85%	84.30%	OCL6	None	95.80%	85.41%
GCF_002017805.1	KL29	Very high	100.00%	99.37%	OCL8	Very high	100.00%	99.89%
GCF_002143345.1	KL29	Very high	100.00%	99.37%	OCL8	Very high	100.00%	99.89%
GCF_002137645.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_002138155.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_007107525.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_002144835.1	KL11	Very high	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_002137215.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_900476735.2	KL11	Good	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_000173395.1	KL11	High	100.00%	100.00%	OCL8	Perfect	100.00%	100.00%
GCF_014842895.1	KL11	Good	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_012037655.1	KL11	Perfect	100.00%	100.00%	OCL8	Perfect	100.00%	100.00%
GCF_002265555.1	KL11	Very high	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_007197635.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_014560135.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_000581155.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_015265785.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_001415065.1	KL11	None	74.07%	99.96%	OCL8	Good	98.81%	100.00%
GCF_000584455.1	KL11	Very high	100.00%	100.00%	OCL8	Very high	100.00%	99.95%
GCF_006491865.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_000309155.1	KL11	Perfect	100.00%	100.00%	OCL8	Perfect	100.00%	100.00%
GCF_015537485.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_001415085.1	KL11	Perfect	100.00%	100.00%	OCL8	Very high	100.00%	99.98%
GCF_009888065.1	KL15	Very high	100.00%	99.71%	OCL1	Very high	100.00%	98.39%
GCF_009901665.1	KL15	Very high	100.00%	99.71%	OCL1	Very high	100.00%	98.39%
GCF_904887535.1	KL15	Very high	100.00%	99.71%	OCL1	Very high	100.00%	98.39%
GCF_904887565.1	KL15	Very high	100.00%	99.71%	OCL1	Very high	100.00%	98.39%
GCF_009887795.1	KL15	High	100.00%	99.70%	OCL1	Very high	100.00%	98.39%
GCF_904887525.1	KL15	Very high	100.00%	99.71%	OCL1	Very high	100.00%	98.39%
GCF_005819275.1	KL15	Good	99.70%	99.71%	OCL1	Very high	100.00%	98.39%
GCF_900406725.1	KL15	Very high	100.00%	100.00%	OCL1	Very high	100.00%	97.83%
GCF_900406735.1	KL15	Very high	100.00%	100.00%	OCL1	Very high	100.00%	97.84%
GCF_000297575.1	KL15	Very high	100.00%	99.98%	OCL1	Very high	100.00%	98.47%
GCF_002837895.2	KL15	Very high	100.00%	99.98%	OCL1	Very high	100.00%	98.47%
GCF_000305275.1	KL15	Very high	100.00%	99.97%	OCL1	Very high	100.00%	97.83%
GCF_006494075.1	KL15	Very high	100.00%	99.97%	OCL1	Very high	100.00%	97.83%
GCF_900493605.1	KL53	None	77.17%	90.21%	OCL4	Very high	100.00%	97.88%
GCF_900494775.1	KL53	None	77.17%	90.21%	OCL4	Very high	100.00%	97.88%
GCF_900495005.1	KL53	None	77.17%	90.21%	OCL4	Very high	100.00%	97.88%
GCF_000369165.1	KL45	Perfect	100.00%	100.00%	OCL6	Very high	100.00%	99.36%
GCF_001936675.2	KL47	Very high	100.00%	99.41%	OCL6	Very high	100.00%	99.40%
GCF_000505685.1	KL38	Good	99.50%	87.59%	OCL6	High	100.00%	88.62%
GCF_000581895.1	KL10	None	87.21%	91.80%	OCL7	Very high	100.00%	98.82%
GCF_900495975.1	KL91	None	71.21%	92.64%	OCL4	Very high	100.00%	97.85%
GCF_000584415.1	KL50	None	79.23%	90.15%	OCL1	Very high	100.00%	97.97%
GCF_003057525.1	KL15	Very high	100.00%	99.90%	OCL1	Very high	100.00%	97.92%
GCF_001261895.2	KL9	Very high	100.00%	100.00%	OCL2	Very high	100.00%	96.83%
GCF_006494305.1	KL9	Very high	100.00%	100.00%	OCL2	Very high	100.00%	96.82%
GCF_000186665.3	KL9	High	100.00%	99.99%	OCL2	Very high	100.00%	96.81%
GCF_003596165.1	KL9	Good	98.83%	100.00%	OCL2	High	100.00%	96.81%
GCF_002928155.1	KL43	None	78.99%	85.40%	OCL2	Good	98.99%	96.79%
GCF_016508505.1	KL36	Very high	100.00%	99.32%	OCL9	Very high	100.00%	99.89%
GCF_016508565.1	KL36	Very high	100.00%	99.32%	OCL9	Very high	100.00%	99.89%
GCF_016506895.1	KL36	Very high	100.00%	99.32%	OCL9	Very high	100.00%	99.89%
GCF_000304675.1	KL36	Perfect	100.00%	100.00%	OCL9	Perfect	100.00%	100.00%
GCF_001648035.1	KL54	Very high	100.00%	98.44%	OCL7	None	58.30%	84.71%
GCF_000580815.1	KL91	None	71.00%	91.32%	OCL4	Very high	100.00%	98.33%
GCF_902705335.1	KL124	None	87.17%	91.46%	OCL10	Very high	100.00%	99.02%
GCF_008123485.1	KL49	None	93.67%	100.00%	OCL2	Good	96.27%	99.96%
GCF_009857705.1	KL49	Perfect	100.00%	100.00%	OCL2	High	100.00%	99.98%
GCF_001441475.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_001441465.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_002927805.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_002017485.1	KL49	Very high	100.00%	100.00%	OCL2	Very high	100.00%	99.98%
GCF_002082805.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_900494795.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_000811805.3	KL49	Low	92.23%	100.00%	OCL2	Very high	100.00%	99.98%
GCF_000582155.1	KL49	Good	99.90%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_001861935.1	KL49	Very high	100.00%	99.98%	OCL2	Very high	100.00%	99.96%
GCF_000369205.1	KL49	Very high	100.00%	99.97%	OCL2	Very high	100.00%	99.98%
GCF_006492375.1	KL49	Very high	100.00%	99.98%	OCL2	Very high	100.00%	99.99%
GCF_011602535.1	KL49	Very high	100.00%	99.98%	OCL2	Good	100.00%	99.98%
GCF_012935125.1	KL49	Very high	100.00%	99.98%	OCL2	Very high	100.00%	99.99%
GCF_000786735.1	KL49	High	100.00%	99.98%	OCL2	Very high	100.00%	99.98%
GCF_000623015.1	KL49	Very high	100.00%	99.98%	OCL2	Very high	100.00%	99.98%
GCF_017600225.1	KL9	Very high	100.00%	98.82%	OCL2	Very high	100.00%	99.99%
GCF_017601085.1	KL9	Very high	100.00%	98.82%	OCL2	Very high	100.00%	99.99%
GCF_001276085.1	KL49	None	100.00%	99.98%	OCL2	Very high	100.00%	99.99%
GCF_008709585.1	KL49	Very high	100.00%	99.98%	OCL2	Very high	100.00%	99.99%
GCF_001077655.1	KL49	Very high	100.00%	99.98%	OCL2	Very high	100.00%	99.99%
GCF_000972525.1	KL49	Good	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_006494585.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_001441415.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_001441405.1	KL49	Good	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_001441355.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_001441455.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_001441485.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_000972625.1	KL49	Perfect	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_000580995.1	KL49	Very high	100.00%	100.00%	OCL2	Very high	100.00%	99.99%
GCF_000584335.1	KL49	Very high	100.00%	99.99%	OCL2	Very high	100.00%	99.99%
