assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	strain	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date
GCF_000297915.1	PRJNA224116	SAMN02596915	AKAQ00000000.1	na	1168588	470	Acinetobacter baumannii Ab11111	Ab11111		latest	Scaffold	Major	Full	2012/09/21	Acin_baum_Ab11111_V1	Broad Institute	GCA_000297915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/915/GCF_000297915.1_Acin_baum_Ab11111_V1			na
GCF_000297935.1	PRJNA224116	SAMN02596917	AKAS00000000.1	na	1168590	470	Acinetobacter baumannii Ab33333	Ab33333		latest	Scaffold	Major	Full	2012/09/21	Acin_baum_Ab33333_V1	Broad Institute	GCA_000297935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/935/GCF_000297935.1_Acin_baum_Ab33333_V1			na
GCF_000297955.1	PRJNA224116	SAMN02596918	AKAT00000000.1	na	1168591	470	Acinetobacter baumannii Ab44444	Ab44444		latest	Scaffold	Major	Full	2012/09/21	Acin_baum_Ab44444_V1	Broad Institute	GCA_000297955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/955/GCF_000297955.1_Acin_baum_Ab44444_V1			na
GCF_000333715.1	PRJNA224116	SAMEA2272114	CAKA00000000.1	na	1200350	470	Acinetobacter baumannii ABIsac_ColiS		ABIsac_ColiS	latest	Contig	Major	Full	2013/01/11	ASM33371v1	Seydina	GCA_000333715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/715/GCF_000333715.1_ASM33371v1			na
GCF_000333735.1	PRJNA224116	SAMEA2272736	CAKB00000000.1	na	1200351	470	Acinetobacter baumannii ABIsac_ColiR		ABIsac_ColiR	latest	Contig	Major	Full	2013/01/11	ASM33373v1	Seydina	GCA_000333735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/735/GCF_000333735.1_ASM33373v1			na
GCF_000292545.1	PRJNA224116	SAMN02469339	ALOH00000000.1	na	1210907	470	Acinetobacter baumannii BZICU-2	BZICU-2		latest	Contig	Major	Full	2012/08/21	ASM29254v1	Beijing Institute of Disease Control and Prevention	GCA_000292545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/292/545/GCF_000292545.1_ASM29254v1			na
GCF_000332855.1	PRJNA224116	SAMN02470882	ALPW00000000.1	na	1216295	470	Acinetobacter baumannii 53264	53264		latest	Contig	Major	Full	2013/01/24	AB53264	SCELSE	GCA_000332855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/855/GCF_000332855.1_AB53264			na
GCF_000369265.1	PRJNA224116	SAMN01828146	APRA00000000.1	na	1217627	470	Acinetobacter baumannii NIPH 67	NIPH 67		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_67_V1	Broad Institute	GCA_000369265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/265/GCF_000369265.1_Acin_baum_NIPH_67_V1			na
GCF_000369305.1	PRJNA224116	SAMN01828144	APRC00000000.1	na	1217628	470	Acinetobacter baumannii NIPH 70	NIPH 70		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_70_V1	Broad Institute	GCA_000369305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/305/GCF_000369305.1_Acin_baum_NIPH_70_V1			na
GCF_000369345.1	PRJNA224116	SAMN01828142	APRE00000000.1	na	1217629	470	Acinetobacter baumannii NIPH 80	NIPH 80		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_80_V1	Broad Institute	GCA_000369345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/345/GCF_000369345.1_Acin_baum_NIPH_80_V1			na
GCF_000369165.1	PRJNA224116	SAMN01828151	APQV00000000.1	na	1217630	470	Acinetobacter baumannii NIPH 201	NIPH 201		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_201_V1	Broad Institute	GCA_000369165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/165/GCF_000369165.1_Acin_baum_NIPH_201_V1			na
GCF_000369325.1	PRJNA224116	SAMN01828143	APRD00000000.1	na	1217631	470	Acinetobacter baumannii NIPH 290	NIPH 290		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_290_V1	Broad Institute	GCA_000369325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/325/GCF_000369325.1_Acin_baum_NIPH_290_V1			na
GCF_000369225.1	PRJNA224116	SAMN01828148	APQY00000000.1	na	1217632	470	Acinetobacter baumannii NIPH 329	NIPH 329		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_329_V1	Broad Institute	GCA_000369225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/225/GCF_000369225.1_Acin_baum_NIPH_329_V1			na
GCF_000369205.1	PRJNA224116	SAMN01828149	APQX00000000.1	na	1217633	470	Acinetobacter baumannii NIPH 335	NIPH 335		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_335_V1	Broad Institute	GCA_000369205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/205/GCF_000369205.1_Acin_baum_NIPH_335_V1			na
GCF_000413915.1	PRJNA224116	SAMN01828139	ATGJ00000000.1	na	1217634	470	Acinetobacter baumannii NIPH 410	NIPH 410		latest	Scaffold	Major	Full	2013/06/21	Acin_baum_NIPH_410_V1	Broad Institute	GCA_000413915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/413/915/GCF_000413915.1_Acin_baum_NIPH_410_V1			na
GCF_000369185.1	PRJNA224116	SAMN01828150	APQW00000000.1	na	1217635	470	Acinetobacter baumannii NIPH 527	NIPH 527		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_527_V1	Broad Institute	GCA_000369185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/185/GCF_000369185.1_Acin_baum_NIPH_527_V1			na
GCF_000369285.1	PRJNA224116	SAMN01828145	APRB00000000.1	na	1217636	470	Acinetobacter baumannii NIPH 528	NIPH 528		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_528_V1	Broad Institute	GCA_000369285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/285/GCF_000369285.1_Acin_baum_NIPH_528_V1			na
GCF_000369245.1	PRJNA224116	SAMN01828147	APQZ00000000.1	na	1217637	470	Acinetobacter baumannii NIPH 601	NIPH 601		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_601_V1	Broad Institute	GCA_000369245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/245/GCF_000369245.1_Acin_baum_NIPH_601_V1			na
GCF_000369365.1	PRJNA224116	SAMN01828141	APRF00000000.1	na	1217638	470	Acinetobacter baumannii ANC 4097	ANC 4097		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_ANC_4097_V1	Broad Institute	GCA_000369365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/365/GCF_000369365.1_Acin_baum_ANC_4097_V1			na
GCF_000368185.1	PRJNA224116	SAMN01828177	APOU00000000.1	na	1217639	470	Acinetobacter baumannii NIPH 146	NIPH 146		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_146_V1	Broad Institute	GCA_000368185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/185/GCF_000368185.1_Acin_baum_NIPH_146_V1			na
GCF_000368525.1	PRJNA224116	SAMN01828165	APPL00000000.1	na	1217640	470	Acinetobacter baumannii NIPH 190	NIPH 190		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_190_V1	Broad Institute	GCA_000368525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/525/GCF_000368525.1_Acin_baum_NIPH_190_V1			na
GCF_000368205.1	PRJNA224116	SAMN01828176	APOV00000000.1	na	1217641	470	Acinetobacter baumannii NIPH 615	NIPH 615		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_615_V1	Broad Institute	GCA_000368205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/205/GCF_000368205.1_Acin_baum_NIPH_615_V1			na
GCF_000368125.1	PRJNA224116	SAMN01828180	APOR00000000.1	na	1217642	470	Acinetobacter baumannii NIPH 1362	NIPH 1362		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_1362_V1	Broad Institute	GCA_000368125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/125/GCF_000368125.1_Acin_baum_NIPH_1362_V1			na
GCF_000368105.1	PRJNA224116	SAMN01828181	APOQ00000000.1	na	1217643	470	Acinetobacter baumannii NIPH 1669	NIPH 1669		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_1669_V1	Broad Institute	GCA_000368105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/105/GCF_000368105.1_Acin_baum_NIPH_1669_V1			na
GCF_000368245.1	PRJNA224116	SAMN01828174	APOX00000000.1	na	1217644	470	Acinetobacter baumannii NIPH 1734	NIPH 1734		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_1734_V1	Broad Institute	GCA_000368245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/245/GCF_000368245.1_Acin_baum_NIPH_1734_V1			na
GCF_000368225.1	PRJNA224116	SAMN01828175	APOW00000000.1	na	1217645	470	Acinetobacter baumannii NIPH 2061	NIPH 2061		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_2061_V1	Broad Institute	GCA_000368225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/225/GCF_000368225.1_Acin_baum_NIPH_2061_V1			na
GCF_000367885.1	PRJNA224116	SAMN01087912	APOF00000000.1	na	1217646	470	Acinetobacter baumannii NIPH 24	NIPH 24		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_24_V1	Broad Institute	GCA_000367885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/885/GCF_000367885.1_Acin_baum_NIPH_24_V1			na
GCF_000368545.1	PRJNA224116	SAMN01087913	APPM00000000.1	na	1217647	470	Acinetobacter baumannii NIPH 60	NIPH 60		latest	Scaffold	Major	Full	2013/04/19	Acin_baum_NIPH_60_V1	Broad Institute	GCA_000368545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/545/GCF_000368545.1_Acin_baum_NIPH_60_V1			na
GCF_000301835.1	PRJNA224116	SAMN02471274	AMHA00000000.1	na	1221244	470	Acinetobacter baumannii AB_1536-8	AB_1536-8		latest	Contig	Major	Full	2012/10/02	ASM30183v1	Translational Genomics Research Institute	GCA_000301835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/835/GCF_000301835.1_ASM30183v1			na
GCF_000301175.1	PRJNA224116	SAMN02471275	AMHB00000000.1	na	1221245	470	Acinetobacter baumannii AB_1582-8	AB_1582-8		latest	Contig	Major	Full	2012/10/02	ASM30117v1	Translational Genomics Research Institute	GCA_000301175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/175/GCF_000301175.1_ASM30117v1			na
GCF_000301855.1	PRJNA224116	SAMN02471247	AMHC00000000.1	na	1221246	470	Acinetobacter baumannii AB_1583-8	AB_1583-8		latest	Contig	Major	Full	2012/10/02	ASM30185v1	Translational Genomics Research Institute	GCA_000301855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/855/GCF_000301855.1_ASM30185v1			na
GCF_000301195.1	PRJNA224116	SAMN02471258	AMHD00000000.1	na	1221247	470	Acinetobacter baumannii AB_1594-8	AB_1594-8		latest	Contig	Major	Full	2012/10/02	ASM30119v1	Translational Genomics Research Institute	GCA_000301195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/195/GCF_000301195.1_ASM30119v1			na
GCF_000301215.1	PRJNA224116	SAMN02471270	AMHE00000000.1	na	1221248	470	Acinetobacter baumannii AB_1595-8	AB_1595-8		latest	Contig	Major	Full	2012/10/02	ASM30121v1	Translational Genomics Research Institute	GCA_000301215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/215/GCF_000301215.1_ASM30121v1			na
GCF_000301235.1	PRJNA224116	SAMN02471286	AMHF00000000.1	na	1221249	470	Acinetobacter baumannii AB_1649-8	AB_1649-8		latest	Contig	Major	Full	2012/10/02	ASM30123v1	Translational Genomics Research Institute	GCA_000301235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/235/GCF_000301235.1_ASM30123v1			na
GCF_000301255.1	PRJNA224116	SAMN02471224	AMHG00000000.1	na	1221250	470	Acinetobacter baumannii AB_1650-8	AB_1650-8		latest	Contig	Major	Full	2012/10/02	ASM30125v1	Translational Genomics Research Institute	GCA_000301255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/255/GCF_000301255.1_ASM30125v1			na
GCF_000301275.1	PRJNA224116	SAMN02471246	AMJO00000000.1	na	1221251	470	Acinetobacter baumannii AB_1766_8	AB_1766_8		latest	Contig	Major	Full	2012/10/02	ASM30127v1	Translational Genomics Research Institute	GCA_000301275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/275/GCF_000301275.1_ASM30127v1			na
GCF_000301875.1	PRJNA224116	SAMN02471248	AMHH00000000.1	na	1221252	470	Acinetobacter baumannii AB_2007-09-110-01-7	AB_2007-09-110-01-7		latest	Contig	Major	Full	2012/10/02	ASM30187v1	Translational Genomics Research Institute	GCA_000301875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/875/GCF_000301875.1_ASM30187v1			na
GCF_000301295.1	PRJNA224116	SAMN02471225	AMHI00000000.1	na	1221253	470	Acinetobacter baumannii AB_2007-16-25-01-7	AB_2007-16-25-01-7		latest	Contig	Major	Full	2012/10/02	ASM30129v1	Translational Genomics Research Institute	GCA_000301295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/295/GCF_000301295.1_ASM30129v1			na
GCF_000301895.1	PRJNA224116	SAMN02471276	AMHJ00000000.1	na	1221254	470	Acinetobacter baumannii AB_2007-16-27-01	AB_2007-16-27-01		latest	Contig	Major	Full	2012/10/02	ASM30189v1	Translational Genomics Research Institute	GCA_000301895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/895/GCF_000301895.1_ASM30189v1			na
GCF_000301915.1	PRJNA224116	SAMN02471277	AMHK00000000.1	na	1221255	470	Acinetobacter baumannii AB_2008-15-34-7	AB_2008-15-34-7		latest	Contig	Major	Full	2012/10/02	ASM30191v1	Translational Genomics Research Institute	GCA_000301915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/915/GCF_000301915.1_ASM30191v1			na
GCF_000301315.1	PRJNA224116	SAMN02471271	AMHL00000000.1	na	1221256	470	Acinetobacter baumannii AB_2008-15-45	AB_2008-15-45		latest	Contig	Major	Full	2012/10/02	ASM30131v1	Translational Genomics Research Institute	GCA_000301315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/315/GCF_000301315.1_ASM30131v1			na
GCF_000301935.1	PRJNA224116	SAMN02471259	AMHM00000000.1	na	1221257	470	Acinetobacter baumannii AB_2008-15-52	AB_2008-15-52		latest	Contig	Major	Full	2012/10/02	ASM30193v1	Translational Genomics Research Institute	GCA_000301935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/935/GCF_000301935.1_ASM30193v1			na
GCF_000301335.1	PRJNA224116	SAMN02471249	AMHN00000000.1	na	1221258	470	Acinetobacter baumannii AB_2008-15-69	AB_2008-15-69		latest	Contig	Major	Full	2012/10/02	ASM30133v1	Translational Genomics Research Institute	GCA_000301335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/335/GCF_000301335.1_ASM30133v1			na
GCF_000301955.1	PRJNA224116	SAMN02471250	AMHO00000000.1	na	1221259	470	Acinetobacter baumannii AB_2008-15-70	AB_2008-15-70		latest	Contig	Major	Full	2012/10/02	ASM30195v1	Translational Genomics Research Institute	GCA_000301955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/955/GCF_000301955.1_ASM30195v1			na
GCF_000301355.1	PRJNA224116	SAMN02471278	AMHP00000000.1	na	1221260	470	Acinetobacter baumannii AB_2008-15-71	AB_2008-15-71		latest	Contig	Major	Full	2012/10/02	ASM30135v1	Translational Genomics Research Institute	GCA_000301355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/355/GCF_000301355.1_ASM30135v1			na
GCF_000301975.1	PRJNA224116	SAMN02471226	AMHQ00000000.1	na	1221261	470	Acinetobacter baumannii AB_2008-23-01-01-7	AB_2008-23-01-01-7		latest	Contig	Major	Full	2012/10/02	ASM30197v1	Translational Genomics Research Institute	GCA_000301975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/975/GCF_000301975.1_ASM30197v1			na
GCF_000308995.1	PRJNA224116	SAMN02471261	AMHR00000000.1	na	1221262	470	Acinetobacter baumannii AB_2008-23-07-01-7	AB_2008-23-07-01-7		latest	Contig	Major	Full	2012/10/02	ASM30899v1	Translational Genomics Research Institute	GCA_000308995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/995/GCF_000308995.1_ASM30899v1			na
GCF_000301995.1	PRJNA224116	SAMN02471279	AMHS00000000.1	na	1221263	470	Acinetobacter baumannii AB_2009-04-01-7	AB_2009-04-01-7		latest	Contig	Major	Full	2012/10/02	ASM30199v1	Translational Genomics Research Institute	GCA_000301995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/995/GCF_000301995.1_ASM30199v1			na
GCF_000302015.1	PRJNA224116	SAMN02471251	AMHT00000000.1	na	1221264	470	Acinetobacter baumannii AB_2009-04-02-7	AB_2009-04-02-7		latest	Contig	Major	Full	2012/10/02	ASM30201v1	Translational Genomics Research Institute	GCA_000302015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/015/GCF_000302015.1_ASM30201v1			na
GCF_000301375.1	PRJNA224116	SAMN02471262	AMHU00000000.1	na	1221265	470	Acinetobacter baumannii AB_515-8	AB_515-8		latest	Contig	Major	Full	2012/10/02	ASM30137v1	Translational Genomics Research Institute	GCA_000301375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/375/GCF_000301375.1_ASM30137v1			na
GCF_000301395.1	PRJNA224116	SAMN02471252	AMHV00000000.1	na	1221266	470	Acinetobacter baumannii AB_908-12	AB_908-12		latest	Contig	Major	Full	2012/10/02	ASM30139v1	Translational Genomics Research Institute	GCA_000301395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/395/GCF_000301395.1_ASM30139v1			na
GCF_000302035.1	PRJNA224116	SAMN02471253	AMHW00000000.1	na	1221267	470	Acinetobacter baumannii AB_908-13	AB_908-13		latest	Contig	Major	Full	2012/10/02	ASM30203v1	Translational Genomics Research Institute	GCA_000302035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/035/GCF_000302035.1_ASM30203v1			na
GCF_000302055.1	PRJNA224116	SAMN02471280	AMHX00000000.1	na	1221268	470	Acinetobacter baumannii AB_908-14-7	AB_908-14-7		latest	Contig	Major	Full	2012/10/02	ASM30205v1	Translational Genomics Research Institute	GCA_000302055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/055/GCF_000302055.1_ASM30205v1			na
GCF_000301415.1	PRJNA224116	SAMN02471281	AMHY00000000.1	na	1221269	470	Acinetobacter baumannii AB_909-01-7	AB_909-01-7		latest	Contig	Major	Full	2012/10/02	ASM30141v1	Translational Genomics Research Institute	GCA_000301415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/415/GCF_000301415.1_ASM30141v1			na
GCF_000301435.1	PRJNA224116	SAMN02471282	AMHZ00000000.1	na	1221270	470	Acinetobacter baumannii AB_909-02-7	AB_909-02-7		latest	Contig	Major	Full	2012/10/02	ASM30143v1	Translational Genomics Research Institute	GCA_000301435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/435/GCF_000301435.1_ASM30143v1			na
GCF_000302075.1	PRJNA224116	SAMN02471227	AMIA00000000.1	na	1221271	470	Acinetobacter baumannii AB_909-05	AB_909-05		latest	Contig	Major	Full	2012/10/02	ASM30207v1	Translational Genomics Research Institute	GCA_000302075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/075/GCF_000302075.1_ASM30207v1			na
GCF_000302135.1	PRJNA224116	SAMN02471228	AMID00000000.1	na	1221273	470	Acinetobacter baumannii AB_TG19617	AB_TG19617		latest	Contig	Major	Full	2012/10/02	ASM30213v1	Translational Genomics Research Institute	GCA_000302135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/135/GCF_000302135.1_ASM30213v1			na
GCF_000302155.1	PRJNA224116	SAMN02471238	AMIE00000000.1	na	1221274	470	Acinetobacter baumannii AB_TG2018	AB_TG2018		latest	Contig	Major	Full	2012/10/02	ASM30215v1	Translational Genomics Research Institute	GCA_000302155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/155/GCF_000302155.1_ASM30215v1			na
GCF_000301455.1	PRJNA224116	SAMN02471263	AMIF00000000.1	na	1221275	470	Acinetobacter baumannii AB_TG2022	AB_TG2022		latest	Contig	Major	Full	2012/10/02	ASM30145v1	Translational Genomics Research Institute	GCA_000301455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/455/GCF_000301455.1_ASM30145v1			na
GCF_000301475.1	PRJNA224116	SAMN02471239	AMIG00000000.1	na	1221276	470	Acinetobacter baumannii AB_TG2023	AB_TG2023		latest	Contig	Major	Full	2012/10/02	ASM30147v1	Translational Genomics Research Institute	GCA_000301475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/475/GCF_000301475.1_ASM30147v1			na
GCF_000301495.1	PRJNA224116	SAMN02471229	AMIH00000000.1	na	1221277	470	Acinetobacter baumannii AB_TG2026	AB_TG2026		latest	Contig	Major	Full	2012/10/02	ASM30149v1	Translational Genomics Research Institute	GCA_000301495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/495/GCF_000301495.1_ASM30149v1			na
GCF_000301515.1	PRJNA224116	SAMN02471284	AMII00000000.1	na	1221278	470	Acinetobacter baumannii AB_TG2028	AB_TG2028		latest	Contig	Major	Full	2012/10/02	ASM30151v1	Translational Genomics Research Institute	GCA_000301515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/515/GCF_000301515.1_ASM30151v1			na
GCF_000301535.1	PRJNA224116	SAMN02471240	AMIJ00000000.1	na	1221279	470	Acinetobacter baumannii AB_TG2030	AB_TG2030		latest	Contig	Major	Full	2012/10/02	ASM30153v1	Translational Genomics Research Institute	GCA_000301535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/535/GCF_000301535.1_ASM30153v1			na
GCF_000301555.1	PRJNA224116	SAMN02471264	AMIK00000000.1	na	1221280	470	Acinetobacter baumannii AB_TG2031	AB_TG2031		latest	Contig	Major	Full	2012/10/02	ASM30155v1	Translational Genomics Research Institute	GCA_000301555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/555/GCF_000301555.1_ASM30155v1			na
GCF_000302175.1	PRJNA224116	SAMN02471265	AMIL00000000.1	na	1221281	470	Acinetobacter baumannii AB_TG2032	AB_TG2032		latest	Contig	Major	Full	2012/10/02	ASM30217v1	Translational Genomics Research Institute	GCA_000302175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/175/GCF_000302175.1_ASM30217v1			na
GCF_000301575.1	PRJNA224116	SAMN02471230	AMIM00000000.1	na	1221282	470	Acinetobacter baumannii AB_TG2631	AB_TG2631		latest	Contig	Major	Full	2012/10/02	ASM30157v1	Translational Genomics Research Institute	GCA_000301575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/575/GCF_000301575.1_ASM30157v1			na
GCF_000301595.1	PRJNA224116	SAMN02471231	AMIN00000000.1	na	1221283	470	Acinetobacter baumannii AB_TG27323	AB_TG27323		latest	Contig	Major	Full	2012/10/02	ASM30159v1	Translational Genomics Research Institute	GCA_000301595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/595/GCF_000301595.1_ASM30159v1			na
GCF_000302195.1	PRJNA224116	SAMN02471232	AMIO00000000.1	na	1221284	470	Acinetobacter baumannii AB_TG27327	AB_TG27327		latest	Contig	Major	Full	2012/10/02	ASM30219v1	Translational Genomics Research Institute	GCA_000302195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/195/GCF_000302195.1_ASM30219v1			na
GCF_000301615.1	PRJNA224116	SAMN02471233	AMIP00000000.1	na	1221285	470	Acinetobacter baumannii AB_TG27331	AB_TG27331		latest	Contig	Major	Full	2012/10/02	ASM30161v1	Translational Genomics Research Institute	GCA_000301615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/615/GCF_000301615.1_ASM30161v1			na
